video_id,video_title,video_date,comment_text,comment_date
7WI2jMYK91E,[PART 1] Musyawarah: Hasil Quick Count Pilpres 2024,2024-02-14T13:27:16Z,Vidionya dah di stpoppp...kethuan nih si najwa🤣🤣🤣,2024-02-18T22:49:23Z
7WI2jMYK91E,[PART 1] Musyawarah: Hasil Quick Count Pilpres 2024,2024-02-14T13:27:16Z,13 Februari jelas di sini,2024-02-18T21:19:02Z
7WI2jMYK91E,[PART 1] Musyawarah: Hasil Quick Count Pilpres 2024,2024-02-14T13:27:16Z,Oh ini yg hasil QC yang tanggal 13 Februari wkwkwkkkw,2024-02-18T19:31:14Z
7WI2jMYK91E,[PART 1] Musyawarah: Hasil Quick Count Pilpres 2024,2024-02-14T13:27:16Z,Indikator pemilunya tgl 13 Februari 2024 ya...,2024-02-18T19:12:08Z
7WI2jMYK91E,[PART 1] Musyawarah: Hasil Quick Count Pilpres 2024,2024-02-14T13:27:16Z,Ini coblosan tanggal 13 februari ya???,2024-02-18T17:50:29Z
7WI2jMYK91E,[PART 1] Musyawarah: Hasil Quick Count Pilpres 2024,2024-02-14T13:27:16Z,"Yaa Allah Yaa Rabb...\nBukakanlah Segala Ke Dzoliman, dan Azab lah Orang-orang yang Dzolim...\n\nAamiin Yaa Allah Yaa Robbal'alaamiin\n🤲🤲🤲🤲",2024-02-18T17:26:09Z
7WI2jMYK91E,[PART 1] Musyawarah: Hasil Quick Count Pilpres 2024,2024-02-14T13:27:16Z,Tanggalnya 13 February,2024-02-18T17:04:22Z
7WI2jMYK91E,[PART 1] Musyawarah: Hasil Quick Count Pilpres 2024,2024-02-14T13:27:16Z,"Najwa buka Mata dong, pemilu Tanggal 14 atau 13 ?",2024-02-18T15:32:53Z
7WI2jMYK91E,[PART 1] Musyawarah: Hasil Quick Count Pilpres 2024,2024-02-14T13:27:16Z,"2:09:02 ga pemeran utama ga pemeran pendukung, cara *memandang orang* nya sama",2024-02-18T15:26:42Z
7WI2jMYK91E,[PART 1] Musyawarah: Hasil Quick Count Pilpres 2024,2024-02-14T13:27:16Z,"Kok saya melihat ada yg aneh ya dgn hasil quick count ini, kok tanggalnya 13 februari, sedangkan pencoblosan kan tanggal 14 februari. Berarti hasil ini sudah di persiapkan sehari sebelum pencoblosan. Ini curang besar namanya",2024-02-18T13:55:48Z
7WI2jMYK91E,[PART 1] Musyawarah: Hasil Quick Count Pilpres 2024,2024-02-14T13:27:16Z,"02:57:06 iya bener.. tanggalnya 13 Februari 2024, pemilunya kan tanggal 14 Februari... kok sudah keluar hasilnya.",2024-02-18T12:20:46Z
7WI2jMYK91E,[PART 1] Musyawarah: Hasil Quick Count Pilpres 2024,2024-02-14T13:27:16Z,"Mba Najwa, itu kenapa di layar nya tertera tanggal 13 Pebruari, kan pencoblosan nya tanggal 14, mohon di beri pernyataan ke publik, soal nya banyak isu yg menjatuhkan Paslon 02 bermain curang",2024-02-18T12:15:06Z
7WI2jMYK91E,[PART 1] Musyawarah: Hasil Quick Count Pilpres 2024,2024-02-14T13:27:16Z,"Mbak ada video tersebar katanya di layar quickcount anda tgl nya 13 february 2024, tolong di jelaskan ya?",2024-02-18T11:22:08Z
7WI2jMYK91E,[PART 1] Musyawarah: Hasil Quick Count Pilpres 2024,2024-02-14T13:27:16Z,"Pencoblosan tgl 14 febuari, tapi di layar bak nana itu tgl 13 feruaru gimana ini mbak nana hehe kacau itu",2024-02-18T11:01:29Z
